台灣,#genre#
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/chunklist.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
Arirang Radio,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
BTN,http://btn.nowcdn.co.kr/btn/btnlive01/playlist.m3u8
CPBC,http://onair1.cpbc.co.kr:1935/tv/smil:live.smil/playlist.m3u8
EBS-KIDS,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/playlist.m3u8
GCN教會,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/chunklist.m3u8
MBN,http://mytv.dothome.co.kr/ch/catv/54.php
NewKID2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=878
NewKID4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=888
NewKID4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=872
韓國音樂,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
韓劇,https://stream.ads.ottera.tv/playlist.m3u8?network_id=622 掛
RNA,http://5ddfc48289114.streamlock.net/CHsoom/LIVE/playist.m3u8

電影,#genre#
東森電影,http://stream-ali1.csslcloud.net/live/bCfUAGCL9ukBOGb6dOi9T4srbi9yKesDJWcvlAgBMV6uv722A6.flv
東森洋片,http://stream-ali1.csslcloud.net/live/kik9tNV4srbiMDD687bFX3vtLMD4Lwg69y94g8XKH40P1BOa5U.flv
Now爆谷,http://live.dktq4q.com/live/7f7fe63cfca666bbe4e7e421a1adb825.flv
Now星影,http://live.dktq4q.com/live/2ab90614592ab5350b32f748573bd130.flv
 
天映經典,http://stream-ali1.csslcloud.net/live/m9HgJVv5tpj9y6X4G19qxVJc0cReeehuBpFdXTV9XG4BHoCfje.flv 
天映頻道,http://stream-ali1.csslcloud.net/live/XnAdPMgnYti2B9qxVJVqSXjdBemJSo8pZTaVRnBNWQx6BSvNiq.flv 
天映頻道2,http://stream-ali1.csslcloud.net/live/F1ivcJGhnLpvXiIFMzxSRcAFyR9qxVJfOK9k9OLV3eXJVEyv8B.flv
PopC 
美亞電影(台),http://stream-ali1.csslcloud.net/live/IcmEedVfQlHHUXtdsqvDLaKLpE639j7xCDHMM7ls6UoXnJ9OQm.flv
星空衛視,http://stream-ali1.csslcloud.net/live/live/k64rsdGlshSyfwv329281DpNQWdegX0tm6NMsj6OWsUFWUahqU.flv

龍祥時代,https://tv543.cc/Smart.php?id=lungxiangtime_twn
好萊塢電影,https://tv543.cc/Smart.php?id=hollywoodmovies_twn
Star Movies,https://tv543.cc/Smart.php?id=starmovies_raj
Hits,https://tv543.cc/Smart.php?id=Hits
Warner TV,https://tv543.cc/Smart.php?id=WarnerTV
SCM,https://tv543.cc/Smart.php?id=Weishimovie
Dream works,https://tv543.cc/Smart.php?id=Dreamworks
Hits Movie,https://tv543.cc/Smart.php?id=Hitsmovie
One,https://tv543.cc/Smart.php?id=One
tvN Movie,https://tv543.cc/Smart.php?id=Tvnmovie
Axn HD,https://tv543.cc/Smart.php?id=Axn
Astrol Kplus,https://tv543.cc/Smart.php?id=Kplus
 
搜狐劇場,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
澳門蓮花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8$官網
天映經典,http://117.141.162.238:8181/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0$廣西/玉林/移動
中國電影,http://117.141.162.238:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$廣西/玉林/移動
鳳凰電影,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
峨眉電影,http://117.174.25.254:8188/rtp/239.0.0.9:5140$四川移動
峨眉電影,http://183.223.157.33:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
峨眉電影,http://183.220.20.17:4321/udp/239.11.0.11:5140$四川移動


體育,#genre#
NBA TV,http://212.102.60.231/NBA_TV/index.m3u8#https://fl5.moveonjoy.com/NBA_TV/index.m3u8
緯來體育,rtmp://f13h.mine.nu/sat/tv721
MBC體育,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8

港澳台,#genre#
鳳凰衛視中文台,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
鳳凰衛視資訊台,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
鳳凰衛視香港台,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
翡翠台,http://t.061899.xyz/tl/js/js.php?id=tvbfct
無線新聞台,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
明珠台,http://t.061899.xyz/tl/js/js.php?id=tvbmzt

JULI 
翡翠台,https://php.946985.xyz/iptv/jacktv.php?id=rj1736
翡翠台(廣電),https://php.946985.xyz/iptv/jacktv.php?id=zr2o0v
翡翠台4K,https://php.946985.xyz/iptv/jacktv.php?id=78yyej
無線新聞台,https://php.946985.xyz/iptv/jacktv.php?id=7mwac4
明珠台,https://php.946985.xyz/iptv/jacktv.php?id=huuy6c
TVB PLUS,https://php.946985.xyz/iptv/jacktv.php?id=9ezlom
HOY TV,https://php.946985.xyz/iptv/jacktv.php?id=mtpw3a
ViuTV,https://php.946985.xyz/iptv/jacktv.php?id=w5pw7w
ViuTVSix,https://php.946985.xyz/iptv/jacktv.php?id=1g7bqo
NOW新聞台,https://php.946985.xyz/iptv/jacktv.php?id=370s61
RTHK31,https://php.946985.xyz/iptv/jacktv.php?id=yq84dc
RTHK32,https://php.946985.xyz/iptv/jacktv.php?id=mo5cnf
澳視澳門,https://php.946985.xyz/iptv/jacktv.php?id=fk4ua3
澳視衛星,https://php.946985.xyz/iptv/jacktv.php?id=qu2eej
鳳凰中文,https://php.946985.xyz/iptv/jacktv.php?id=acxcwr
鳳凰資訊,https://php.946985.xyz/iptv/jacktv.php?id=lh3ban
鳳凰香港,https://php.946985.xyz/iptv/jacktv.php?id=eqoahu
CCTV1,https://php.946985.xyz/iptv/jacktv.php?id=3tlp16
CCTV13,https://php.946985.xyz/iptv/jacktv.php?id=868ic4
廣東珠江,https://php.946985.xyz/iptv/jacktv.php?id=nnsf4y
廣東體育,https://php.946985.xyz/iptv/jacktv.php?id=ztfttj
五星體育,https://php.946985.xyz/iptv/jacktv.php?id=hu5h6c
深圳衛視4K,https://php.946985.xyz/iptv/jacktv.php?id=s1m3wh
深圳財經生活,https://php.946985.xyz/iptv/jacktv.php?id=p7q0xu
第一財經,https://php.946985.xyz/iptv/jacktv.php?id=66s3l5
重溫經典,https://php.946985.xyz/iptv/jacktv.php?id=zm1sj1
龍華電影,https://php.946985.xyz/iptv/jacktv.php?id=m0no7w
龍華經典,https://php.946985.xyz/iptv/jacktv.php?id=9kh3yi
龍華卡通,https://php.946985.xyz/iptv/jacktv.php?id=v2mfci
龍華偶像,https://php.946985.xyz/iptv/jacktv.php?id=j6gs1s
龍華日韓,https://php.946985.xyz/iptv/jacktv.php?id=0u5lpw
龍華戲劇,https://php.946985.xyz/iptv/jacktv.php?id=p00tqc
龍華洋片,https://php.946985.xyz/iptv/jacktv.php?id=lx57ho
TVB1,https://php.946985.xyz/iptv/jacktv.php?id=4c5u9c
TVBJ1,https://php.946985.xyz/iptv/jacktv.php?id=nr6h28
TVB亞洲武俠,https://php.946985.xyz/iptv/jacktv.php?id=1tm7fg
TVB娛樂新聞台,https://php.946985.xyz/iptv/jacktv.php?id=491pau
TVB華麗翡翠台,https://php.946985.xyz/iptv/jacktv.php?id=6ky8uy
TVB星河,https://php.946985.xyz/iptv/jacktv.php?id=jt1jad
TVB星河,https://php.946985.xyz/iptv/jacktv.php?id=roi4o6
翡翠劇集台,https://php.946985.xyz/iptv/jacktv.php?id=tlh0qc
千禧經典台,https://php.946985.xyz/iptv/jacktv.php?id=3l0hpa
美亞電影台,https://php.946985.xyz/iptv/jacktv.php?id=xz8agw
天映頻道,https://php.946985.xyz/iptv/jacktv.php?id=neeix1
天映經典,https://php.946985.xyz/iptv/jacktv.php?id=neeix12
愛奇藝,https://php.946985.xyz/iptv/jacktv.php?id=sk2xtt
八度空間,https://php.946985.xyz/iptv/jacktv.php?id=0b3blk
CH5,https://php.946985.xyz/iptv/jacktv.php?id=2ux4u4
CH8,https://php.946985.xyz/iptv/jacktv.php?id=16e8kq
CHU,https://php.946985.xyz/iptv/jacktv.php?id=lbmn6r
Astro AOD,https://php.946985.xyz/iptv/jacktv.php?id=xkur6i
Astro AEC,https://php.946985.xyz/iptv/jacktv.php?id=1k8ms4
Astro QJ,https://php.946985.xyz/iptv/jacktv.php?id=iuhkxz
Astro歡喜台,https://php.946985.xyz/iptv/jacktv.php?id=n6sh9n

 
